rs111546,rs679512,rs601084,rs711504,rs677636,rs776914,rs707881,rs045071,rs023502,rs350111,rs943580,rs710834,rs873041,rs907292,rs869720,rs845434,rs970602,rs467442,rs568502,rs789349,rs483698,rs257422,rs304539,rs540465,rs460053,rs090634,rs902453,rs556112,rs651810,rs081827,rs657122,rs523523,rs247716,rs732255,rs013720,rs274103,rs693822,rs269238,rs115265,rs254030,rs683489,rs262589,rs975021,rs342947,rs265436,rs817723,rs859372,rs014342,rs620579,rs711571
3.634201e-01,9.621427e-01,1.939953e-01,5.916388e-02,3.981117e-01,9.219260e-02,1.471386e-01,8.447627e-01,5.457376e-01,7.586860e-01,1.367698e-01,3.223271e-02,6.296424e-01,2.552335e-01,9.824860e-01,2.293994e-01,8.410592e-02,7.046028e-01,4.772906e-01,1.155575e-01,4.831659e-01,3.282028e-01,5.276918e-01,2.334765e-01,7.279113e-01,6.940149e-01,2.138570e-01,4.981661e-01,9.636414e-01,5.988679e-01,6.691265e-01,3.547369e-01,5.118240e-01,2.539384e-01,1.358968e-01,9.500704e-01,7.940477e-01,1.823202e-02,7.457534e-01,8.117679e-02,2.917838e-01,5.260587e-01,5.039153e-01,9.960243e-01,4.775551e-01,7.926651e-01,3.472275e-01,4.985449e-01,1.223667e-01,8.528978e-01
2.113462e-02,7.963991e-01,7.795758e-01,6.815080e-01,3.366861e-01,9.829169e-01,9.340141e-01,9.641676e-01,9.204266e-02,6.596682e-01,4.977904e-01,2.426345e-01,3.772160e-01,4.531233e-01,1.527243e-01,6.824830e-01,6.875243e-03,8.452836e-01,1.512216e-01,8.840362e-01,1.513739e-01,1.088169e-01,5.005117e-01,5.877137e-01,8.486812e-01,3.220971e-01,6.773976e-01,4.415762e-01,7.585492e-01,4.360778e-01,4.452216e-01,5.367529e-01,3.624698e-01,5.291220e-01,2.031804e-01,4.749481e-01,2.309840e-01,5.798138e-01,6.423904e-02,2.181012e-01,3.624529e-01,7.269110e-01,7.347325e-01,2.219972e-01,4.439297e-01,6.182256e-01,4.545501e-01,9.180372e-01,4.279426e-01,7.395934e-01
8.088022e-01,6.988847e-01,3.306199e-01,6.633905e-01,1.463847e-01,9.738751e-01,2.322779e-01,4.079736e-01,8.226412e-01,7.565528e-01,9.665739e-01,8.784406e-01,9.864711e-01,2.555558e-01,1.461409e-01,5.749673e-01,8.962881e-01,1.363729e-01,5.101965e-01,3.313174e-01,9.871862e-01,3.162285e-01,9.311359e-01,3.542951e-01,4.246629e-01,1.744128e-01,5.464882e-01,5.641698e-01,5.684272e-01,4.233072e-01,1.471326e-01,1.787172e-01,6.315460e-01,2.419061e-01,5.840852e-02,6.298312e-01,3.496067e-01,1.026300e-01,7.434006e-01,5.406716e-01,7.455913e-01,9.152745e-01,6.294350e-01,8.574470e-01,5.985804e-01,1.588126e-02,5.347048e-01,7.213784e-01,1.719829e-01,7.484380e-01
6.877259e-01,4.512737e-01,6.534604e-01,2.412559e-01,3.077393e-01,2.394639e-01,5.903578e-02,2.951482e-02,3.468425e-01,1.586927e-01,6.529811e-01,8.145223e-01,9.413113e-02,1.774214e-01,1.744171e-01,1.560206e-01,2.981139e-01,5.001191e-02,1.625917e-01,8.514554e-01,4.571109e-01,8.994801e-01,5.024302e-01,3.655103e-01,5.321206e-01,7.654395e-01,5.940762e-01,9.029503e-01,3.074939e-01,8.942637e-01,6.509047e-01,1.566233e-01,8.447059e-01,3.667117e-01,1.024130e-01,9.761984e-01,9.690282e-01,8.282493e-01,7.260615e-01,2.026171e-01,9.784194e-01,5.742708e-01,1.166127e-01,8.777328e-01,9.333874e-01,5.669321e-01,9.918066e-01,1.749505e-01,3.622304e-01,6.046802e-02
8.332012e-01,4.974274e-01,2.978952e-01,9.363303e-01,2.476333e-01,6.815573e-01,8.822022e-01,6.604689e-01,5.639089e-01,7.493123e-02,9.780787e-01,8.067033e-01,5.536598e-01,2.408835e-01,7.787172e-02,7.559357e-01,7.803195e-01,3.812271e-01,5.888083e-02,5.261970e-01,4.038320e-01,6.249858e-01,9.920004e-01,1.353003e-01,1.657694e-01,3.851195e-01,5.330855e-01,9.502672e-01,7.508928e-01,5.750711e-02,2.363264e-02,4.683913e-01,1.711485e-01,4.211024e-01,8.147073e-01,5.873640e-02,7.178587e-01,2.430990e-01,5.160757e-01,3.362811e-01,8.507484e-01,1.546337e-01,8.379061e-01,5.495417e-01,2.402306e-01,7.074407e-01,5.221401e-01,9.944342e-01,1.176622e-01,2.689346e-01
8.124273e-01,5.223053e-01,7.085132e-01,5.894066e-01,3.006538e-01,8.570837e-01,1.592277e-01,6.333591e-01,5.549149e-01,5.608931e-01,1.892653e-01,6.442057e-01,5.036853e-01,4.073079e-01,3.917240e-01,8.230955e-02,8.884401e-01,1.733105e-01,1.344927e-01,3.131462e-02,2.880047e-01,2.036161e-01,3.465210e-01,5.856997e-02,6.457058e-01,8.178915e-01,1.177072e-01,4.535688e-01,5.994120e-02,1.327756e-01,1.200773e-01,2.168438e-01,6.204880e-02,9.595201e-01,6.731538e-01,9.104171e-01,7.054200e-01,9.253417e-01,8.313260e-01,9.068481e-01,3.330853e-01,2.439100e-01,2.655407e-01,2.896450e-01,3.448020e-01,9.770186e-01,8.607032e-01,6.314691e-01,1.353768e-01,2.779742e-01
6.006388e-01,8.595459e-01,6.789014e-01,4.694301e-01,4.588797e-01,5.083935e-01,3.117776e-02,8.317001e-02,1.319869e-02,7.053565e-01,3.749005e-01,3.623083e-01,8.285222e-02,8.413628e-01,5.135115e-01,2.403520e-02,6.472421e-01,7.951475e-01,3.032389e-01,5.454335e-01,3.412941e-01,4.303224e-01,5.361533e-01,5.757422e-01,8.009530e-01,8.737789e-01,5.067696e-01,5.628161e-01,7.724936e-01,7.854127e-01,8.397768e-01,5.744934e-01,7.180438e-01,6.268069e-01,1.257105e-01,4.227944e-01,7.601852e-01,9.681089e-01,7.034015e-01,3.799755e-01,4.555198e-01,2.961592e-01,7.498004e-01,1.757152e-01,8.374459e-01,4.810982e-01,2.420765e-02,3.224296e-01,4.177930e-01,1.097652e-02
7.790432e-01,9.269001e-01,3.387738e-01,3.071006e-01,4.883508e-02,3.878441e-01,5.565216e-01,3.560378e-01,9.602792e-01,8.792823e-01,4.729051e-01,2.941553e-01,9.506493e-01,6.011162e-01,4.330028e-01,8.314984e-01,9.523666e-01,8.186870e-01,1.131641e-01,3.674863e-01,3.458748e-01,9.933602e-01,1.845078e-01,2.822305e-01,6.927662e-01,7.841368e-01,7.388464e-01,5.718061e-01,1.789396e-01,4.915895e-01,6.804283e-01,5.520856e-01,5.357944e-01,4.111661e-01,7.526881e-01,1.635614e-01,7.711673e-01,6.238650e-03,3.473618e-01,5.673323e-01,2.415860e-01,1.600848e-01,6.631650e-01,6.991225e-01,3.202075e-01,5.610307e-01,3.974655e-02,1.753014e-01,5.480296e-01,8.026561e-01
8.360084e-01,4.218057e-01,8.333757e-01,4.064304e-01,3.708810e-02,4.142500e-01,2.428815e-01,9.950490e-01,6.519168e-01,6.384324e-01,7.913008e-01,6.931123e-01,2.238550e-01,5.833934e-01,4.475550e-01,9.255563e-01,4.186303e-01,6.227533e-01,4.734620e-01,2.135257e-01,5.658162e-01,5.836105e-01,3.058316e-01,7.010258e-01,1.665647e-01,1.415075e-01,8.390309e-01,3.815952e-01,6.552684e-01,3.856278e-01,2.984117e-01,1.874914e-01,1.192636e-01,1.168662e-01,8.476301e-01,1.694153e-01,1.038768e-01,3.034456e-01,4.331049e-01,7.698345e-03,1.875623e-01,9.470529e-01,5.599845e-01,8.408140e-01,9.665485e-01,1.309218e-01,5.538701e-01,5.959117e-01,4.500014e-01,3.230829e-01
3.892451e-01,5.635616e-01,7.604585e-01,7.352081e-01,5.903824e-01,8.162581e-01,5.019410e-01,4.085487e-01,1.996266e-01,4.158723e-01,4.281532e-01,2.737973e-01,9.183382e-01,4.243527e-01,3.488549e-01,4.646059e-01,3.006810e-01,1.783101e-01,6.525779e-01,9.504570e-01,2.880442e-01,1.259974e-01,5.872825e-01,9.216493e-01,1.181836e-01,8.208208e-01,6.160174e-01,8.823586e-01,5.625222e-03,1.469859e-01,4.304660e-01,5.464899e-01,1.089177e-01,1.483891e-01,7.298257e-01,9.472260e-01,8.799403e-01,9.809286e-01,5.823491e-01,6.355280e-01,7.893407e-01,2.603837e-01,6.933603e-01,6.459977e-01,6.012297e-01,6.636570e-01,9.087320e-01,1.289915e-01,6.647851e-01,9.543245e-01
1.757780e-01,4.150773e-01,8.556239e-01,3.805971e-01,4.650139e-01,9.627712e-01,4.603624e-01,3.381378e-01,9.626616e-01,7.776895e-01,5.222197e-02,6.816507e-01,8.139517e-01,8.202823e-02,8.414270e-01,2.626102e-01,3.329389e-01,1.106544e-01,8.573870e-01,9.544000e-01,7.642361e-01,5.131990e-01,3.234903e-01,3.076575e-01,7.109342e-02,8.037316e-01,9.079611e-01,8.478241e-01,6.888060e-01,6.761060e-01,1.314173e-01,2.600456e-01,9.779992e-01,7.031740e-01,3.449673e-01,4.168003e-01,6.764328e-01,8.437413e-01,5.177573e-01,5.668735e-01,9.336874e-01,3.847792e-01,3.254917e-01,5.214751e-01,2.728226e-01,5.636388e-01,5.128774e-01,8.808521e-01,7.476637e-01,5.192809e-01
7.092320e-02,4.454398e-01,7.069559e-01,7.545118e-01,8.284986e-01,3.082851e-01,2.440794e-01,2.990922e-01,5.132389e-01,2.407033e-01,8.868616e-01,6.835800e-01,1.175850e-01,7.033245e-01,9.791885e-01,2.341326e-01,8.422505e-01,4.664120e-01,5.121391e-01,4.166370e-01,3.233783e-01,8.865297e-01,9.891257e-01,4.391035e-01,9.809392e-01,1.109101e-01,5.995342e-01,5.845123e-01,4.320961e-01,9.753242e-01,4.565082e-01,2.612509e-02,5.654027e-02,6.384562e-01,2.382095e-01,7.631779e-01,1.665695e-03,6.931380e-01,7.196276e-01,3.605182e-01,4.803350e-01,9.846015e-01,5.389812e-01,1.326763e-02,6.863913e-01,2.590965e-01,1.964005e-01,6.544643e-01,9.532221e-01,3.832122e-02
5.997698e-01,1.137457e-01,9.889537e-01,5.990544e-01,9.651935e-01,1.628462e-01,4.418755e-01,7.484205e-01,8.087528e-01,1.234901e-01,2.782682e-01,2.959351e-01,7.680053e-01,8.404834e-01,6.054059e-01,4.618347e-01,9.811798e-01,6.925517e-01,9.594138e-01,6.163655e-01,1.784806e-01,5.953004e-02,3.701494e-01,3.162542e-01,3.217185e-01,9.559452e-01,2.952025e-01,3.868114e-01,8.908102e-01,2.760860e-01,4.494081e-01,9.623229e-01,4.129372e-01,5.468428e-01,3.492120e-01,5.665634e-01,8.514144e-01,9.047271e-01,6.225644e-01,1.925286e-01,4.159355e-01,4.636241e-01,6.526348e-01,3.545714e-01,8.764020e-01,5.893043e-01,6.390012e-01,5.198450e-01,9.244792e-03,3.615505e-01
7.648419e-01,2.946787e-01,3.752544e-05,4.131520e-01,8.556125e-01,2.481961e-01,9.291283e-01,9.197943e-01,5.517319e-01,9.913562e-01,5.395023e-01,7.101444e-01,5.968416e-01,3.130833e-01,9.755378e-03,5.904684e-01,3.226350e-01,5.462935e-01,6.737496e-01,9.434887e-01,6.796066e-01,4.255559e-01,4.332780e-01,9.470698e-01,1.095348e-01,7.785623e-01,8.858748e-01,5.070585e-01,2.857359e-01,5.436916e-01,5.257924e-01,6.769182e-01,2.116571e-02,5.190848e-01,3.646088e-01,3.793294e-01,9.699605e-01,6.146760e-01,8.003603e-01,2.814353e-01,9.638090e-01,2.028374e-01,2.112953e-01,9.825136e-03,4.101032e-01,6.675240e-01,8.231234e-01,9.169682e-01,1.047334e-01,2.042877e-01
8.568828e-01,6.482865e-01,2.002497e-01,9.227033e-01,7.966985e-01,2.398886e-01,7.864340e-01,3.044553e-01,3.208086e-01,3.361056e-01,6.528984e-01,3.752086e-01,2.547161e-01,2.006345e-01,6.654447e-01,4.987582e-01,8.478718e-01,3.003356e-01,5.738610e-01,9.540495e-01,3.361756e-01,9.386413e-01,6.350366e-02,3.934687e-01,6.739470e-01,4.521355e-01,8.072573e-01,2.724201e-01,1.103371e-01,1.059156e-01,8.219037e-01,7.198471e-01,4.323487e-03,1.247785e-01,9.260459e-01,9.109847e-01,3.500312e-01,9.103044e-01,3.727918e-01,5.127121e-01,2.752107e-01,1.651475e-01,8.968309e-01,1.046945e-01,2.079039e-01,9.491631e-01,1.357741e-01,9.467303e-01,9.471281e-01,6.625126e-02
1.068070e-01,3.028318e-01,5.922240e-01,8.283385e-01,5.269651e-01,8.556735e-01,1.525838e-01,6.951052e-01,1.729976e-01,5.047123e-03,1.858500e-02,5.212832e-01,4.318626e-01,6.777494e-01,1.220277e-01,5.962439e-01,2.315726e-02,9.126548e-01,1.217378e-01,9.408166e-02,8.309785e-01,5.493914e-01,2.988287e-02,5.791476e-01,2.360595e-01,1.357325e-01,6.899194e-01,5.015869e-01,7.326770e-01,6.025860e-01,7.792008e-01,4.179757e-01,1.039388e-01,1.135072e-01,9.973214e-01,8.001790e-01,5.644600e-01,9.773078e-01,2.171726e-01,1.099828e-01,2.250744e-01,3.314701e-01,3.242704e-01,4.820974e-01,2.626691e-01,6.185608e-01,2.778368e-01,5.354911e-01,5.677823e-01,9.977085e-01
5.171061e-01,5.604976e-01,7.529248e-02,6.934550e-01,2.344969e-01,8.096250e-01,1.929648e-01,4.544462e-02,2.634264e-01,8.580772e-01,5.334468e-01,2.676731e-01,9.359039e-01,9.734730e-01,1.257470e-02,6.690187e-01,8.889700e-02,8.817783e-01,5.277023e-01,2.467081e-01,2.202202e-01,8.132187e-02,8.368945e-01,1.806099e-02,8.515094e-01,9.181157e-01,7.319635e-01,8.150309e-01,6.945305e-01,3.734211e-01,3.774157e-01,6.423131e-01,3.758239e-01,1.327812e-01,8.315300e-01,9.627258e-01,4.590334e-01,1.588190e-01,6.224925e-01,2.806094e-02,1.774004e-01,4.194273e-01,2.687315e-01,3.345335e-01,3.873011e-01,8.981551e-01,1.173889e-01,3.226017e-01,1.978127e-02,5.306338e-01
1.517322e-01,9.137571e-01,1.826927e-01,3.744860e-01,9.214018e-02,2.447777e-01,2.396073e-01,1.087770e-01,4.134288e-01,1.212357e-01,6.959160e-01,4.865963e-01,1.406210e-01,3.526973e-01,6.925664e-02,9.394421e-01,8.876831e-01,3.359306e-01,4.520696e-01,4.372613e-01,7.458409e-02,8.345608e-01,6.091542e-01,2.347968e-01,5.447384e-01,6.390511e-01,9.368934e-01,8.928416e-01,1.274798e-01,3.233729e-04,8.136224e-01,8.665231e-03,9.893905e-01,3.172373e-01,5.355186e-02,9.366922e-01,4.045851e-02,1.404499e-01,8.583229e-01,2.666181e-01,4.684856e-01,9.800586e-01,3.672321e-02,7.889686e-02,5.988485e-02,8.244111e-01,5.061940e-01,2.560980e-01,8.437339e-01,6.813732e-01
8.722319e-01,7.885061e-01,6.284645e-01,7.472118e-02,1.989673e-01,4.700674e-01,8.094175e-01,6.615660e-01,8.469088e-01,7.536113e-01,4.593507e-01,6.125722e-01,4.787961e-01,9.380450e-02,9.730277e-01,2.780794e-01,3.309794e-01,8.846299e-01,8.938640e-01,5.617825e-01,4.003534e-01,9.796073e-01,5.364350e-01,9.384951e-01,5.454306e-01,2.668753e-01,5.931772e-01,4.392480e-01,7.230297e-01,3.931790e-01,3.159868e-01,1.406804e-01,3.290643e-01,1.531230e-01,3.333516e-01,9.873544e-01,2.302679e-01,5.070092e-01,2.000985e-01,7.234547e-01,9.967450e-01,1.611116e-02,1.707121e-01,1.008111e-01,3.916671e-01,9.872593e-02,6.610075e-01,9.929876e-02,6.937130e-01,1.388825e-01
9.626905e-01,4.719554e-01,5.009817e-01,9.359087e-01,7.795435e-01,2.450885e-01,7.205631e-01,4.248525e-01,5.160086e-01,8.216419e-01,4.231614e-01,5.139050e-01,2.614323e-01,5.399019e-01,7.438642e-01,5.006812e-01,1.988989e-01,9.261215e-01,6.127323e-01,2.810525e-01,8.777808e-01,4.038306e-01,8.528085e-01,5.398020e-01,3.172336e-01,1.267294e-01,6.351939e-01,4.537867e-01,7.721764e-02,9.762111e-01,2.398611e-01,8.960325e-01,1.763048e-01,6.452521e-02,9.256580e-01,9.524225e-01,6.966400e-01,9.473515e-02,9.715465e-02,9.595271e-01,1.573944e-01,6.112614e-01,1.267000e-01,7.279784e-01,6.120904e-01,2.477607e-01,2.060859e-01,1.865717e-01,9.555854e-01,6.306807e-01
3.266917e-01,9.620385e-01,3.181383e-01,5.732901e-01,3.405965e-01,2.784324e-01,3.898531e-01,3.461928e-01,7.096139e-01,6.829783e-01,6.741464e-02,7.715115e-01,9.353378e-01,9.370053e-02,9.828812e-01,6.288368e-01,9.021451e-01,9.609947e-01,1.168970e-01,6.147569e-01,1.665493e-01,8.297826e-01,7.104305e-01,2.263655e-01,6.084432e-01,4.057026e-01,6.814739e-01,5.499470e-01,7.535935e-01,4.878737e-01,2.061237e-01,5.968524e-01,1.921684e-01,1.213018e-01,5.319542e-01,7.491959e-01,6.322355e-01,7.835707e-01,5.930451e-01,8.241803e-01,6.550687e-01,8.978071e-01,8.380891e-01,2.542901e-01,8.097611e-01,6.819156e-01,7.521006e-01,2.865804e-01,9.606990e-01,4.167955e-01
6.714010e-01,3.932201e-01,9.821901e-01,2.230287e-01,4.164142e-01,2.473773e-01,3.973791e-01,7.479021e-01,7.901328e-01,4.719786e-01,9.101980e-02,2.513206e-01,3.385575e-01,4.876587e-01,9.009271e-02,9.137157e-01,9.932334e-01,9.869972e-01,8.257032e-01,1.025979e-01,3.804167e-01,5.307463e-01,3.222986e-01,9.302579e-01,6.393047e-01,4.458451e-01,3.763827e-01,6.239844e-01,8.390373e-02,7.474976e-01,1.293082e-01,8.442811e-01,5.482392e-01,7.166824e-01,2.147745e-01,1.637024e-01,8.072415e-01,4.909095e-01,5.736949e-01,1.720614e-03,3.714945e-01,1.569703e-01,7.019408e-01,9.287384e-01,3.187628e-01,8.238651e-01,6.981889e-01,2.720430e-01,8.817525e-01,7.697047e-01
2.970429e-01,2.000920e-01,2.378641e-01,6.291653e-01,1.394158e-01,9.624533e-01,7.498005e-02,4.951464e-01,9.318485e-01,3.439605e-01,1.270398e-01,7.655996e-01,2.510186e-01,7.682888e-01,7.164752e-02,2.702277e-01,3.271713e-01,6.729589e-02,2.002248e-02,9.900677e-01,5.978827e-01,6.995349e-01,4.004691e-01,3.679117e-01,6.619538e-01,9.456458e-01,2.997012e-01,5.596630e-01,8.469987e-01,5.317396e-01,7.242445e-01,1.937086e-01,6.670671e-01,3.176610e-01,5.151749e-01,6.374631e-01,3.417190e-01,8.984418e-01,4.640044e-01,9.554209e-01,5.341482e-01,4.730684e-01,7.448908e-01,1.319116e-01,7.294795e-01,6.090800e-01,4.864343e-01,1.337015e-03,7.884410e-01,1.740943e-01
